iter	Passed	Remaining
243	359	1115
244	360	1110
245	360	1106
246	361	1102
247	362	1097
248	362	1093
249	363	1089
250	363	1084
251	364	1080
252	364	1076
253	365	1072
254	365	1068
255	366	1063
256	366	1059
257	367	1055
258	367	1051
259	368	1048
260	369	1045
261	370	1043
262	371	1039
263	371	1036
264	372	1032
265	372	1028
266	373	1025
267	373	1021
268	374	1017
269	375	1013
270	375	1010
271	376	1006
272	376	1002
273	377	999
274	377	995
275	378	991
276	378	988
277	379	984
278	379	981
279	380	977
280	380	974
281	381	970
282	381	967
283	382	963
284	382	960
285	383	958
286	384	956
287	387	956
288	388	954
289	389	953
290	390	951
291	390	947
292	391	944
293	392	941
294	392	938
295	393	935
296	393	931
297	394	928
298	394	925
299	395	922
300	395	919
301	396	916
302	396	913
303	397	909
304	398	907
305	398	904
306	399	902
307	400	899
308	400	896
309	401	893
310	402	890
311	402	888
312	403	885
313	403	882
314	404	879
315	404	876
316	405	873
317	405	870
318	406	867
319	406	864
320	407	861
321	408	859
322	408	856
323	409	853
324	409	850
325	410	848
326	410	845
327	411	842
328	411	839
329	412	837
330	413	835
331	413	832
332	414	830
333	415	828
334	415	825
335	416	823
336	417	820
337	417	817
338	418	815
339	418	812
340	419	810
341	419	807
342	420	804
343	420	802
344	421	799
345	421	797
346	422	794
347	422	792
348	423	789
349	423	787
350	424	784
351	424	782
352	425	779
353	425	777
354	426	774
355	427	772
356	428	771
357	428	769
358	429	767
359	430	765
360	431	763
361	432	761
362	432	759
363	433	756
364	433	754
365	434	752
366	434	749
367	435	747
368	435	745
369	436	743
370	437	740
371	437	738
372	438	736
373	438	734
374	439	732
375	440	730
376	440	728
377	441	726
378	442	724
379	442	722
380	443	720
381	444	718
382	444	716
383	445	713
384	445	711
385	446	709
386	446	707
387	447	705
388	447	703
389	448	701
390	448	698
391	449	696
392	449	694
393	450	692
394	450	690
395	451	688
396	451	686
397	452	684
398	452	682
399	453	680
400	453	678
401	454	676
402	455	674
403	456	672
404	456	671
405	457	669
406	457	667
407	458	665
408	459	663
409	459	661
410	460	659
411	460	657
412	461	655
413	461	653
414	462	651
415	462	649
416	463	647
417	464	646
418	464	644
419	465	642
420	465	640
421	466	638
422	466	636
423	467	634
424	467	632
425	468	631
426	468	629
427	469	627
428	471	627
429	472	625
430	473	625
431	474	623
432	474	621
433	475	619
434	475	618
435	476	616
436	476	614
437	477	612
438	477	610
439	478	608
440	478	607
441	479	605
442	480	603
443	480	601
444	481	600
445	481	598
446	482	596
447	482	594
448	483	593
449	484	591
450	484	590
451	485	589
452	486	587
453	487	586
454	488	584
455	489	583
456	489	581
457	490	580
458	490	578
459	491	576
460	491	575
461	492	573
462	492	571
463	493	569
464	493	568
465	494	566
466	495	564
467	495	563
468	496	561
469	496	560
470	497	558
471	497	556
472	498	555
473	498	553
474	500	552
475	500	551
476	501	549
477	502	548
478	502	546
479	503	545
480	503	543
481	504	541
482	504	540
483	505	538
484	505	537
485	506	535
486	506	533
487	507	532
488	507	530
489	508	529
490	509	527
491	509	526
492	510	524
493	510	523
494	511	521
495	511	519
496	512	518
497	512	516
498	514	516
499	515	515
500	515	513
501	517	513
502	519	513
503	520	512
504	521	510
505	522	509
506	522	508
507	523	506
508	523	505
509	524	503
510	525	502
511	525	501
512	526	499
513	527	498
514	529	499
515	530	497
516	531	496
517	532	495
518	533	494
519	533	492
520	534	491
521	534	489
522	535	488
523	536	487
524	536	485
525	537	484
526	537	482
527	538	481
528	538	479
529	539	478
530	539	476
531	540	475
532	540	473
533	541	472
534	542	471
535	542	469
536	543	468
537	544	467
538	545	466
539	546	465
540	546	463
541	547	462
542	547	461
543	548	459
544	548	458
545	549	456
546	549	455
547	550	453
548	550	452
549	551	451
550	551	449
551	552	448
552	552	446
553	553	445
554	554	444
555	554	442
556	555	441
557	555	440
558	556	438
559	557	437
560	557	436
561	558	435
562	559	434
563	560	433
564	560	431
565	561	430
566	561	429
567	562	427
568	562	426
569	563	425
570	563	423
571	564	422
572	565	421
573	565	419
574	566	418
575	566	417
576	567	415
577	567	414
578	568	413
579	568	411
580	569	410
581	569	409
582	570	407
583	570	406
584	571	405
585	572	404
586	572	403
587	573	401
588	574	400
589	574	399
590	575	398
591	576	396
592	576	395
593	577	394
594	577	393
595	578	391
596	578	390
597	579	389
598	579	388
599	580	386
600	580	385
601	581	384
602	581	383
603	582	381
604	583	380
605	583	379
606	584	378
607	584	376
608	585	375
609	585	374
610	586	373
611	587	372
612	587	370
613	588	369
614	588	368
615	589	367
616	590	366
617	590	365
618	591	363
619	591	362
620	592	361
621	592	360
622	593	359
623	594	358
624	595	357
625	595	355
626	596	354
627	597	353
628	598	352
629	598	351
630	599	350
631	600	349
632	606	351
633	607	350
634	610	351
635	612	350
636	613	349
637	614	348
638	615	347
639	617	347
640	618	346
641	619	345
642	620	344
643	621	343
644	621	342
645	622	341
646	622	339
647	623	338
648	624	337
649	625	336
650	628	337
651	629	336
652	630	335
653	631	334
654	632	333
655	633	332
656	634	331
657	635	330
658	636	329
659	637	328
660	637	327
661	638	325
662	638	324
663	639	323
664	641	323
665	642	322
666	643	321
667	644	320
668	644	319
669	646	318
670	647	317
671	648	316
672	649	315
673	650	314
674	651	313
675	652	312
676	652	311
677	653	310
678	654	309
679	654	308
680	655	307
681	658	307
682	659	306
683	711	328
684	715	328
685	716	327
686	716	326
687	717	325
688	718	324
689	719	323
690	720	322
691	721	320
692	721	319
693	722	318
694	723	317
695	724	316
696	725	315
697	728	315
698	728	313
699	730	312
700	730	311
701	731	310
702	732	309
703	733	308
704	734	307
705	735	306
706	736	305
707	737	303
708	738	302
709	738	301
710	739	300
711	740	299
712	745	299
713	746	298
714	747	297
715	747	296
716	748	295
717	749	294
718	750	293
719	751	292
720	752	291
721	753	290
722	754	288
723	755	287
724	761	288
725	762	287
726	763	286
727	764	285
728	764	284
729	765	283
730	766	281
731	766	280
732	767	279
733	767	278
734	768	277
735	769	275
736	769	274
737	770	273
738	771	272
739	785	275
740	786	274
741	789	274
742	790	273
743	792	272
744	793	271
745	794	270
746	795	269
747	795	268
748	796	267
749	798	266
750	799	265
751	800	263
752	801	262
753	802	261
754	803	260
755	803	259
756	804	258
757	805	257
758	805	255
759	806	254
760	806	253
761	807	252
762	807	250
763	808	249
764	808	248
765	809	247
766	810	246
767	810	244
768	811	243
769	811	242
770	812	241
771	812	240
772	813	238
773	813	237
774	814	236
775	814	235
776	815	234
777	815	232
778	816	231
779	817	230
780	818	229
781	819	228
782	819	227
783	820	226
784	821	225
785	822	223
786	822	222
787	823	221
788	823	220
789	824	219
790	824	217
791	825	216
792	825	215
793	826	214
794	826	213
795	827	212
796	827	210
797	828	209
798	829	208
799	829	207
800	830	206
801	831	205
802	832	204
803	834	203
804	834	202
805	835	201
806	835	199
807	836	198
808	836	197
809	837	196
810	837	195
811	838	194
812	839	192
813	839	191
814	840	190
815	840	189
816	841	188
817	841	187
818	842	186
819	843	185
820	844	184
821	844	182
822	845	181
823	845	180
824	846	179
825	846	178
826	848	177
827	849	176
828	849	175
829	850	174
830	850	173
831	851	171
832	851	170
833	852	169
834	853	168
835	853	167
836	854	166
837	854	165
838	855	164
839	855	162
840	856	161
841	856	160
842	857	159
843	857	158
844	858	157
845	858	156
846	859	155
847	860	154
848	860	153
849	861	151
850	862	150
851	862	149
852	863	148
853	864	147
854	864	146
855	865	145
856	865	144
857	866	143
858	866	142
859	867	141
860	868	140
861	868	139
862	869	137
863	869	136
864	870	135
865	870	134
866	871	133
867	871	132
868	872	131
869	872	130
870	873	129
871	873	128
872	874	127
873	874	126
874	875	125
875	876	124
876	877	123
877	877	121
878	878	120
879	879	119
880	879	118
881	880	117
882	880	116
883	881	115
884	881	114
885	882	113
886	882	112
887	883	111
888	884	110
889	884	109
890	885	108
891	885	107
892	886	106
893	887	105
894	887	104
895	888	103
896	888	102
897	889	101
898	890	100
899	891	99
900	892	98
901	893	97
902	894	96
903	894	95
904	895	94
905	896	92
906	896	91
907	897	90
908	897	89
909	898	88
910	899	87
911	900	86
912	900	85
913	901	84
914	901	83
915	902	82
916	903	81
917	903	80
918	904	79
919	905	78
920	906	77
921	907	76
922	908	75
923	908	74
924	909	73
925	910	72
926	910	71
927	911	70
928	911	69
929	912	68
930	913	67
931	913	66
932	914	65
933	915	64
934	915	63
935	916	62
936	916	61
937	917	60
938	918	59
939	918	58
940	919	57
941	920	56
942	921	55
943	922	54
944	923	53
945	924	52
946	925	51
947	926	50
948	926	49
949	927	48
950	928	47
951	929	46
952	930	45
953	931	44
954	932	43
955	933	42
956	933	41
957	934	40
958	937	40
959	938	39
960	939	38
961	940	37
962	940	36
963	941	35
964	942	34
965	942	33
966	943	32
967	943	31
968	944	30
969	945	29
970	945	28
971	948	27
972	949	26
973	951	25
974	952	24
975	953	23
976	954	22
977	954	21
978	955	20
979	956	19
980	957	18
981	957	17
982	958	16
983	958	15
984	959	14
985	959	13
986	960	12
987	960	11
988	961	10
989	962	9
990	963	8
991	963	7
992	964	6
993	965	5
994	966	4
995	967	3
996	967	2
997	968	1
998	969	0
999	969	0
